"","X1.Methyladenosine..282.1...150.0.","X1.Methylhistamine..126.0...109.0.","X2.Aminoadipate..160.1...116.0.","X2..Deoxyuridine..229.1...113.0.","X3.Nitro.tyrosine..225.0...179.3.","X4.Pyridoxic.acid..182.1...138.0.","X5.Hydroxytryptophan..221.0...134.0.","Acetoacetate..101.0...57.0.","Acetylcholine..146.1...87.0.","Aconitate..173.0...129.0.","Adenosine..268.1...136.0.","Adenylosuccinate..462.1...79.0.","Adipic.Acid..144.9...83.0.","Alanine..90.0...44.0.","Allantoin..157.0...114.0.","Alpha.Ketoglutaric.Acid..145.0...101.0.","Aminoisobutyrate..104.1...86.0.","AMP..346.1...134.0.","Anthranilate..136.0...118.0.","Arginine..175.1...70.0.","Asparagine..133.1...74.0.","Aspartic.Acid..132.0...88.0.","Betaine..118.0...58.0.","Biotin..243.1...200.0.","Carnitine..163.1...85.0.","Choline..104.1...60.0.","Citraconic.Acid..129.0...85.0.","Citrulline..174.0...131.0.","Creatine..132.1...90.0.","Cystamine..153.0...108.0.","Cystathionine..221.1...134.0.","Cystine..239.0...97.0.","Cytidine..244.1...112.0.","Cytosine..112.0...95.0.","D.GA3P.DHAP..168.9...78.8.","Dimethylglycine..104.1...58.0.","D.Leucic.Acid..133.1...87.0.","DTMP..321.1...79.0.","Epinephrine..184.1...166.3.","Erythrose..199.0...97.0.","F16BP.F26BP..339.0...79.0.","Fructose..179.0...89.0..3..","Fumaric..115.0...71.0.","G16BP..339.0...79.0..2..","gama.Aminobutyrate..102.1...85.0.","Glucoronate..193.0...113.0.","Glucose..179.0...89.0.","Glutamic.acid..148.1...84.0.","Glutamine..147.1...84.0.","Glutaric.Acid..131.0...87.0.","Glyceraldehyde..89.0...59.0.","Glycerate..105.0...75.0.","Glycerol.3.P..171.0...79.0.","Glycine..76.0...30.2.","Glycochenodeoxycholate..448.3...74.0.","Glycocholate..464.3...74.0.","Guanidinoacetate..116.1...70.0.","Guanosine..284.1...152.0.","Histidine..156.1...110.0.","Homogentisate..167.0...123.0.","Homovanilate..181.0...137.0.","Hydroxyproline.Aminolevulinate..132.1...86.2.","Hypoxanthine..135.0...92.0.","Hyppuric.Acid..178.0...134.0.","IMP..347.0...79.0.","Inosine..269.1...137.0.","Kynorenate..188.0...144.0.","lactate..89.0...43.0.","Leucine.iso.Leucine..132.1...86.2..2..","Linoleic.Acid..277.1...259.0.","Linolenic.Acid..279.1...261.0.","L.Kynurenine..209.1...94.0.","Lysine..147.1...84.0..2..","Malate..133.0...115.0.","Maleic.Acid..115.0...71.0..2..","Malonic.Acid.3HBA..103.0...59.0.","Margaric.Acid..269.1...251.3.","Methionine..150.1...61.0.","MethylSuccinate..131.0...113.0.","N2.N2.Dimethylguanosine..312.1...180.0.","N.AcetylGlycine..116.0...74.0.","Niacinamide..123.0...80.0.","OH.Phenylpyruvate..179.0...107.0.","Ornithine..133.1...70.0.","Orotate..155.0...111.0.","Oxalic.Acid..89.0...61.0.","Oxaloacetate..131.0...87.0..2..","Pentothenate..218.1...88.0.","PEP..166.9...79.0.","Phenylalanine..166.1...120.2.","Proline..116.1...70.0.","Propionate..73.0...55.0.","Pyridoxal.5.P..246.0...96.9.","Pyroglutamic.Acid..130.0...83.4.","Pyruvate..87.0...43.0.","Reduced.glutatione..306.1...143.0.","Salicylurate..196.1...152.0.","Serine..106.0...60.0.","Shikimic.Acid..173.0...93.0.","Sorbitol..183.0...91.0.","Succinate.Methylmalonate..117.0...73.0.","Taurine..126.0...108.0.","Threonine..120.1...102.0.","Trimethylamine.N.oxide..76.1...58.0.","Tryptophan..205.1...146.0.","Tyrosine..182.1...136.3.","Urate..167.0...124.0.","Uridine..245.0...113.0.","Valine..118.1...72.0.","Xanthine..151.0...108.0.","Xanthosine..283.1...151.0.","Xanthurenate..204.0...160.0."
"54"," 0.803026405","-1.469419848","-0.104337905"," 0.4943569834","-0.2677807648"," 1.14896632"," 0.8912839422","-0.81707120"," 0.6176489254","-0.982919076","-0.787085139"," 1.205386701"," 0.297009867","-0.221979316"," 1.96535339","-1.649215504"," 1.042481773"," 0.954707930"," 0.814291413"," 0.9962414528","-0.502784634"," 1.904400318"," 0.788023859"," 0.52762905"," 0.19763041"," 0.480131447","-0.983996814","-0.697671149"," 0.551518028"," 1.3227718514"," 2.067209818"," 0.957262828"," 0.606233880","-0.216018749"," 0.53087088","-0.224951229","-0.091064403"," 0.886624260"," 0.28132945"," 1.28953532","-0.134128660"," 0.925403590"," 1.304153058"," 0.03493787","-2.49378928"," 2.284235770","-0.367260778"," 0.679437050","-1.252968567"," 0.91400997"," 1.7050979809"," 0.8306491884","-1.134890717","-0.112487439"," 0.72615790"," 1.275165317"," 0.99842611","-0.307936320","-0.97775707"," 0.76304869"," 1.480562794"," 0.569801556"," 0.20202442","-0.40691611"," 0.890248980"," 0.036654585"," 0.376670910","-0.269308663"," 0.925891692"," 0.4512847821"," 0.852958582"," 2.166571299","-0.379372563","-1.1752041183"," 1.344396508","-1.658924101"," 1.656301125","-0.521977648","-0.428102049"," 1.406226940","-1.373107784"," 0.22415599","-0.04098201"," 0.68373307"," 1.1314820926"," 7.810720e-02"," 0.4194296535","-0.33315061","-0.293579746"," 1.896305063"," 0.014771436"," 0.801140151"," 0.41987421","-1.547983566","-0.334984093"," 0.89105026","-0.530424036"," 0.181866182","-0.834117177"," 0.9994707122"," 1.918567269","-1.3310236223","-0.161845234","-1.071106158"," 0.404183315"," 1.17144558"," 0.3846854859"," 0.3866266441"," 1.067084087"," 0.20964124"," 0.032814175"," 0.894477356"
"55"," 1.338937774"," 0.048155266","-0.174697642","-0.5812188532"," 0.3118652020"," 0.29919952"," 0.6057231635"," 0.67741137"," 0.2538507488"," 0.705689062","-1.708458309"," 0.381465856"," 1.175325354"," 0.526125687","-0.19305284"," 0.481773053"," 0.774879224","-0.394564621","-0.083986842"," 0.6891659039","-0.666730986"," 0.951864020"," 0.023347390","-0.49476149","-0.02027221"," 1.341648858"," 0.832418805","-0.106282658","-1.186189257"," 0.0330267513"," 0.271727969"," 0.490238637"," 0.676985473","-1.575174803","-0.23445503","-1.246628103","-0.615917391"," 0.419037201","-0.07609210"," 0.53032900"," 0.991491915","-0.242183007"," 0.985553777"," 0.39116820","-0.15011734","-0.171972016"," 0.269096624"," 0.814904942"," 0.408384384"," 0.25228923"," 0.7973595749","-1.1864401711","-1.040911653","-0.512474598"," 0.89858933"," 0.384431220"," 0.70450603"," 0.551628731","-0.95196761","-0.17259352"," 0.948730729"," 0.472871508"," 0.53011731","-0.27970834"," 0.017214105"," 0.558237705"," 2.096029760"," 0.511691933","-0.613862929"," 0.4903146795"," 0.746460594"," 2.002708190","-0.369225118"," 1.9514395088"," 1.151482345"," 0.728517621"," 0.455919431","-0.402084580","-0.946890479"," 0.984766002","-0.895258215","-1.50764837","-0.61631733","-0.77176719"," 0.1857750077"," 2.703670e-01"," 0.5743422703","-1.10559990","-0.263606421"," 0.344403526"," 0.824639278"," 1.043054405","-0.81382752","-0.327828800"," 1.107942601"," 0.54426284"," 0.011123669","-0.451017701","-1.247565239"," 0.2404504247"," 0.830704766"," 0.8856741055","-0.802748690","-1.208882290","-0.221745929"," 0.79572700"," 0.2033457060"," 0.3155534526","-0.404618386"," 0.60291606"," 1.096855334","-0.419873428"
"57"," 0.048701013","-1.355322198","-0.177746235","-0.5240569769","-0.9508161078","-0.39577218","-0.7532726152"," 1.07722238","-0.1211115339"," 0.756511909"," 1.664816228","-0.295497755","-0.131573423","-0.377814332","-0.26164970","-0.854428624","-0.816260748","-1.224947085","-1.172391225","-0.6760416400","-0.650861472","-1.720589191","-1.280540921"," 0.01594972","-1.72321517","-0.171587631"," 0.786188654","-0.838972971"," 0.753387165","-0.3211106452","-0.099058008","-0.805801189"," 0.889333271","-1.020714602","-0.73840856"," 0.814343374","-0.247479041","-0.805910482","-0.84182373","-0.75762138"," 0.301587303","-0.511431715","-0.100729399","-0.34293938","-0.69106542","-0.443648038"," 0.293287140","-0.901018617","-0.596485967","-0.37267749","-0.6988906900","-1.7147488782"," 0.217671276","-1.177769116","-1.22281931","-0.781471226","-0.15302729"," 0.944320961","-0.74415244","-1.07105428","-0.078947146","-0.348076701","-0.70546091"," 0.76941410","-0.315888844"," 0.561432906"," 0.633332290"," 0.455690870"," 0.177405411"," 0.5753103294"," 0.191672117","-0.460439433","-0.721068659"," 0.5600275059"," 0.170925423"," 0.323809966","-0.752661053","-0.221929399","-0.678330975","-0.412711753","-0.295822309","-1.25564319","-0.79908042","-1.18637676","-0.5401620667"," 6.065835e-01","-0.0869172891","-1.16687247","-0.882378692","-0.617035832","-0.550533868"," 0.707062732","-0.27654802","-1.110824911"," 1.376966453","-1.78235277"," 0.453659598","-1.246059204","-1.004381049","-0.9190998650","-0.403030819","-0.7103032903","-0.940424687","-2.364478242","-0.430485203","-0.69968643","-1.8121462559"," 0.3567797105"," 0.031392008","-0.37849724"," 0.688657817","-0.964864880"
"58","-0.436882851"," 0.042780358","-2.061999592","-0.8883405633"," 0.7874515300"," 0.35196038","-0.0903214135"," 0.05073578"," 0.4578972878","-2.018483984"," 0.695625706"," 0.067716986","-0.541744386"," 0.497176900"," 0.10450111"," 0.584141554","-1.127499516"," 0.272744040"," 0.488386098"," 0.8798711582"," 0.604703459","-1.240197103"," 1.022694577","-1.73984080","-0.47591123","-0.970683731","-1.494100237","-0.345077850","-1.328207765"," 2.5578716898","-1.136741859","-0.076075734","-0.351811011","-1.523498667","-0.04830573","-0.038667325"," 0.476715741","-0.191182670","-0.47185768"," 0.61244714"," 0.629276886","-0.558492136"," 0.232552218"," 0.39842654","-0.50471326","-0.403582828","-0.029897845","-1.280075267"," 0.441788779","-0.62483766"," 0.2390890654","-1.0911968300","-0.599387066"," 0.227340978"," 1.18286586"," 0.979292308"," 1.89448780"," 0.945627884"," 0.75436247","-0.39586488"," 0.357482582"," 2.804010038","-1.12351666"," 2.34967855","-0.344678118"," 0.656050671"," 0.211079263","-0.007717674"," 1.210863413","-0.9483688369","-1.667246068","-0.174490807"," 0.671939177"," 0.2851034726"," 0.514569995","-1.553488943"," 0.518470559","-0.102105025"," 0.475423056","-1.025515075","-1.618935303","-0.67819818","-0.53160330"," 1.70808591"," 0.2997456102","-2.337686e-01","-0.3000265226"," 2.21219135","-0.283312179","-0.332819760"," 1.466363036"," 0.724809775","-1.26153838"," 1.248359659"," 0.011385039","-0.29574424"," 0.634827549","-0.311259140","-0.475845860"," 0.2380736739","-0.328943693"," 0.2038925350"," 1.253440422"," 0.923187077"," 0.960924659"," 0.15197340","-0.6417326069","-1.3382470059"," 1.701268715","-0.94914155"," 0.687648571"," 0.966986008"
"59"," 1.300129011"," 0.750041888"," 0.233152812","-0.0767485772"," 0.0109067766"," 0.50631578","-0.0916092841"," 1.89070591"," 0.5120634911"," 1.378407779"," 1.911446036"," 0.083054224"," 0.533629315"," 0.207009384"," 0.44329831"," 0.149192903","-0.003389949","-0.019203214","-0.650421245","-0.2645404454"," 0.164246080","-1.580121688","-0.055075573"," 0.01752573"," 0.79454893"," 0.286871365"," 1.424205275","-0.170657877"," 1.157996470"," 0.6334576923"," 0.489339170","-0.169920076"," 1.145358945","-1.974080192"," 0.20700353"," 1.315031583","-0.805030916"," 0.340260730"," 0.24183588"," 0.57747151"," 0.976296828","-0.346552197"," 0.228870210"," 0.64124608"," 0.54573188","-0.255543058"," 0.457281933","-0.323555677"," 0.010458529"," 0.09353963"," 0.2525809245","-1.2989616551"," 0.444235597","-0.641736864","-0.10614042","-0.368134718"," 1.36453715"," 1.357109550"," 0.40707127"," 1.04745053"," 0.009988991","-0.426992195","-1.04023230","-0.58733560"," 0.535466784"," 1.022859748"," 0.628645465"," 0.515454060"," 1.546766244"," 0.4010169791"," 0.320006162"," 0.111036625"," 0.617637784"," 0.5345573997"," 0.404436085"," 1.085167505","-0.250718112","-0.207271832","-0.344868548"," 0.539265324"," 0.459579613"," 1.01303858","-0.39626464"," 0.75916618","-0.6994784099"," 5.373850e-01"," 0.2165116428","-0.20071903","-0.066595494","-0.476213943"," 0.260989892"," 0.562482250","-0.47312772","-0.602614121"," 0.210346700"," 0.60452957"," 1.337156682","-0.559077660"," 1.440272992"," 0.3878830813"," 0.440879314"," 0.8646590050"," 0.297291816"," 0.057519942"," 0.524003099"," 0.52994140"," 0.9720953786"," 0.3490020184"," 1.685773794","-0.97998139","-0.321994720"," 0.178324780"
"60"," 0.422337603"," 0.185274530","-0.495478630"," 0.1979814998"," 0.0974249553"," 0.46575853"," 0.7170579431"," 2.26607268"," 0.6200725283","-0.972990143"," 1.181587775","-0.001162423"," 0.359105166","-2.223996508","-0.30772400","-0.613470890"," 0.146288467"," 0.448951502"," 0.083008087","-0.3543454059","-0.788241084","-0.251848811"," 0.374111332","-0.32758464"," 0.09200169","-0.630355761","-0.975093934","-1.623925432"," 0.647536467","-0.5991463041","-0.804620275","-0.640130531"," 1.773698847","-0.001910922"," 0.27412040","-0.057112220"," 0.972485214"," 0.607962437"," 0.50837195"," 1.01553602"," 1.035989459","-0.500061472"," 0.457905162"," 0.68765107","-0.06080968"," 0.736746669"," 0.463331017","-0.804835252","-0.477212677"," 0.12384499"," 0.9773970217","-0.6079297766","-1.403182180","-0.968361887","-0.09333090","-0.375054688"," 0.71502553","-0.169126208","-1.39871499","-1.24746697"," 0.633750793","-0.702311028"," 0.67916284"," 1.03931657","-0.016846602","-0.236118254"," 0.521303660"," 0.471197839","-0.237865218","-0.0827513741","-0.409540333"," 0.026612697","-1.535295684","-1.0839373259"," 0.703028721"," 1.052475555","-0.033034568","-0.674628555","-1.001235924"," 1.090708647","-0.436197056","-3.10642781","-0.11112417"," 0.41630651"," 0.3051474414"," 3.358167e-01","-0.0006792558"," 0.95316606","-0.246548426"," 0.241354521","-0.799624152","-0.425947486"," 0.09585026","-1.183215035"," 0.322825198"," 0.16819576","-0.127887225","-0.536040758","-0.470734742","-1.5006222633","-0.559711418"," 0.6989559242","-1.310715170"," 2.518001882","-1.271995414","-1.50343454","-1.0316947295","-0.4782075279"," 0.407479649","-1.09795757"," 0.111975777","-1.310494866"
"61"," 1.163836140"," 0.912423568"," 0.603754019"," 1.1726487410"," 1.9415057086"," 0.91263400"," 1.2909803872"," 2.56191535","-0.2844315613"," 0.190950433"," 2.467846966"," 0.186410632"," 0.357494639"," 0.265906956","-0.48919401"," 0.434639743"," 0.062046582"," 1.387906452","-0.253358110","-0.8420924177"," 1.008149260","-1.587298090"," 1.332576280"," 0.49489909"," 1.57448074","-0.175986381"," 0.365227601"," 0.390041607"," 0.252908751"," 0.4544393104","-0.032105412"," 0.485115011"," 1.084277370","-1.223046886"," 1.02403372"," 1.736312686"," 0.123299594"," 1.019936179"," 0.86006885"," 1.25725019"," 1.927840896"," 0.030775906"," 1.129827694"," 1.38654980","-0.08480938"," 0.062101762"," 2.403801895"," 1.021575374"," 0.621019670"," 0.43180131"," 0.9698826007","-0.4654971117"," 0.830384178"," 0.387743976","-1.16117755","-0.428930763"," 2.62098022"," 1.268167332"," 0.28309317"," 1.95386605"," 0.888368547"," 0.042701061","-0.13829496","-0.11791657"," 0.673637258"," 0.654320795","-0.225075816"," 2.161298124"," 2.063605852"," 1.0835336407"," 1.060211392","-0.057277869"," 1.214495217"," 0.0601396399"," 1.206785120"," 1.674838886"," 0.736761189"," 0.945606256"," 0.495074359"," 0.250518891"," 0.700869682"," 0.06952813"," 1.68597477"," 0.77605726"," 0.2699990227"," 2.420113e+00"," 0.1653321505"," 0.03161429"," 0.369008141","-0.630104413"," 0.882172098"," 0.260097152"," 0.51643624"," 1.619881234"," 0.493216383"," 0.01732040"," 1.410515308"," 0.924747851","-0.730092489"," 0.5503284376"," 0.353258091"," 0.9564198404"," 2.232256517","-1.300959062","-0.130335165"," 0.42895084"," 2.0834129140"," 1.6168418554"," 2.255496973","-0.96929611"," 0.730502609","-0.153458110"
"62"," 0.746606708","-1.199783792"," 1.411840218","-1.0633907371"," 0.0808782745","-0.18017242","-0.2436969926"," 0.86005838","-0.8838264125"," 0.386365935"," 0.322941738"," 0.046500992","-0.029511393","-1.016954610"," 1.56078235"," 0.278413460","-0.092091916"," 0.064586773"," 0.621668591","-1.6045229014","-0.483269625","-0.882942221","-0.184102005","-0.47967716","-0.79391501"," 0.142358023"," 0.490442332"," 0.032942689"," 0.384164088"," 0.7105857572","-0.316156260","-0.262036177"," 0.720442196","-1.481459563"," 0.01076756","-1.451739938","-0.611472335","-0.106884009","-0.32876134","-1.35529818"," 1.086922847","-0.565624649","-0.034827078"," 0.67929853"," 0.04217183","-0.053023355"," 0.102516373"," 0.057451835"," 0.436615532"," 0.42995895","-0.9857897656"," 0.0015900519","-0.360156469"," 0.504768597"," 1.41202210"," 1.795633187"," 0.88185751","-1.092448768","-0.89125101"," 0.44108872","-0.102748959"," 0.914350452","-0.12258504","-0.47404953","-0.204722011","-0.575982733"," 0.965867506","-0.421813805","-0.530632245"," 0.9434204134"," 0.750871035"," 1.290585051","-0.927941132"," 0.0293807285"," 0.110415157"," 0.201323219","-0.544914196","-0.372944716","-0.577447833","-0.124257099"," 0.019787148"," 0.13740167","-0.06880440"," 0.06010474","-0.1659743457","-7.143328e-01"," 0.6708051067"," 0.81415115","-0.702587363","-0.606937255","-0.199950191","-1.358941470"," 2.02619170","-1.161206196","-0.079238734","-0.62188893","-0.096294436","-0.951536813","-0.505633951"," 1.1611386012","-0.192072581","-0.8662500526","-0.064480982","-0.913025789","-0.258470769"," 1.27115129","-0.1687019124","-0.8296943564","-0.523540812","-0.50690017","-0.522072960"," 0.022266766"
"63"," 0.498549298","-0.644757154","-0.088523799","-1.0581671912","-1.6465039010","-1.89352323","-1.7500995212"," 1.80281513","-1.2316016127","-0.251257627"," 1.470995688","-0.646524705","-0.279034672","-4.002450710"," 1.12329454","-2.523329783","-1.660917286","-2.175820408","-0.361359058","-1.8558048269","-3.262619712","-2.396996014","-2.720986609","-1.75467048","-1.49131030","-2.053472757","-0.227899376","-0.505702858","-0.598343868"," 1.0234004438"," 1.983398526","-2.219877522"," 0.487764671","-0.499460955","-1.96870079","-1.301059562","-0.351633172","-2.462307277","-1.67084539","-1.58219461","-0.498524925","-1.059167486","-1.763357530","-1.14635605","-2.38581700"," 1.908066355","-1.370285211","-0.077059664","-2.620642975","-0.89469167","-0.2729878792","-2.0397623334","-1.866200367","-2.073815993","-0.69478454","-0.510537552","-1.86696462"," 1.283656013","-3.97260979","-2.09403636","-1.797523418"," 0.212198058"," 0.59106328"," 0.73657806","-2.401624493"," 1.176172644","-2.864875745","-1.093084677","-1.948411394","-3.2262928792","-2.302794926"," 0.259603288","-2.327182128","-2.2210929083","-1.188830192"," 0.291484596","-2.182650905","-2.868261365","-3.166847070"," 1.263086755"," 0.609021064","-1.90077095","-2.50867890","-1.24938768","-0.7674109943","-1.086561e+00","-1.1647471376","-1.22208904","-2.130294592","-2.589375165","-2.215306305"," 0.627308731","-2.10537556"," 0.611142850"," 0.322749071","-1.52888864","-1.031180620","-2.738447543","-0.135480923","-2.8460518541","-0.444086790","-0.1394025661","-1.940193505"," 1.271576431","-2.495662918","-3.11316908","-2.6104598276","-1.5449154940","-1.429542494","-1.20130978"," 0.401551335","-2.009449335"
"64"," 0.694478249"," 0.000963093"," 0.304530511","-0.2466803205"," 0.3060026711"," 1.41324152"," 1.0573078549"," 0.47183981","-0.1367839390"," 1.839823146"," 1.139436320"," 0.630025200"," 0.025661224"," 0.928290448"," 1.97341895"," 0.777737512","-0.268177417"," 0.881480214"," 1.078028149"," 0.4469124124"," 1.199722931","-0.605029669"," 0.555040362","-0.32353859"," 0.99324669"," 1.355688487"," 1.832563403","-1.553059968"," 1.379935657","-0.3848597801"," 2.264760248"," 1.927919188"," 0.672186780","-1.059978737"," 1.09894208"," 0.553931515"," 0.809795428"," 1.134657268"," 0.53375074"," 0.65403127"," 1.827712454","-0.204018023","-0.136660861"," 1.37767639"," 0.26014595","-0.216287998"," 1.103051046","-0.074039601"," 0.919544755"," 0.31827169"," 1.5645612729"," 0.8249174208"," 1.246403062"," 0.516414846"," 1.72987503"," 1.743609551"," 1.12507541","-0.264343013","-0.14369587"," 0.65525531"," 0.363021672"," 1.194251443","-0.46518951"," 0.60953937","-0.276117648","-0.213304088"," 2.450754604"," 1.245358832"," 1.052630289"," 0.9022155644"," 0.507044224"," 0.801606037"," 0.735264436"," 1.6776680996"," 0.208139823","-0.350248632","-0.084343530"," 0.650498175"," 0.820034240","-0.026037787"," 0.326177014","-0.66229470"," 0.51168433"," 1.30244786"," 1.1182676426"," 1.323431e+00"," 0.1852509579","-0.06178220"," 0.632310935"," 0.834950244"," 2.675937757"," 0.711461250","-0.06837447"," 0.030679015"," 1.150359134"," 0.02144627"," 0.485048170","-0.772985117"," 1.607884873"," 1.3004461468"," 1.026917618"," 0.1795364933"," 0.116073139"," 1.783074538","-0.697719208"," 1.38563278"," 0.8011004247","-0.5679294957"," 0.691073131","-0.35749617"," 0.091738255","-0.904962538"
"65","-0.367877636"," 0.527980558"," 0.389414094","-0.2715048906","-0.0716055411","-0.72822794","-0.7893186236"," 1.96697509"," 2.1438555357"," 1.143937836","-0.094915436","-0.615589645"," 0.553091170","-1.490816981"," 0.75220213","-0.297896599","-0.379523904","-0.987329832"," 0.720603940","-0.9443441786","-0.066129802","-0.729358970"," 0.837341299","-1.29296672","-0.25862405"," 0.604289042"," 1.188990731"," 0.382189149","-1.210281236","-0.5756272763"," 0.448018231","-0.642142549","-0.003861554"," 1.028236462","-0.78742375","-0.043179638"," 0.953154528","-0.835579760","-0.92989054","-0.39768381"," 0.207223019","-0.897868622"," 0.314329814","-0.02677531","-0.15402190","-0.262827831"," 0.044302254","-0.460929265","-0.494175500"," 0.58582556","-0.9895992295","-0.9072342107","-0.819036385","-0.248472467","-0.85622506"," 0.309496983"," 0.04002856","-0.135375297","-1.04034397","-0.47584739","-0.356664767"," 0.232293561","-0.37085557"," 0.79210791","-1.227195574","-0.541398414","-1.525825948"," 0.175071152","-1.576463612"," 0.5779834578"," 0.389175761","-0.081542979","-0.982932590"," 0.2282100794"," 0.321114391"," 1.275795101","-0.696197144","-0.975789800","-0.277881770","-0.372838010","-0.700611679","-1.44407063","-0.39338534","-0.87097964"," 0.7075623503"," 1.891322e-01"," 0.8905114420","-1.20541263","-0.453054617","-1.358177376","-1.442473382","-0.189495915"," 0.76788185"," 2.195832763"," 0.429388855","-0.59725329","-0.104839355","-0.631826917","-1.524284753","-0.2936406209","-0.049991972"," 0.7722661440","-0.532098923","-0.913711133","-0.696705972","-0.39919095","-0.7090516984","-1.1581752162","-1.124640951","-0.43362391","-0.006140381","-1.107375902"
"66","-0.136250720","-1.172477309","-0.854778266"," 0.4782618530"," 0.7055309624","-0.39736996","-0.4791425383"," 0.23499627","-0.5331130709","-0.458618313"," 1.760574613","-0.474144626","-0.394209474","-0.394513293"," 0.64857437"," 0.064666833","-0.297143967","-0.815587157","-0.721144733","-1.1624973718","-0.028561297","-1.369701375","-0.747345631","-0.83383691","-1.21230140","-0.471716473","-0.649976489"," 0.106474820"," 0.126382506","-0.4719960546"," 0.316791641"," 0.657721317","-0.406681345","-0.040393336","-0.52779559"," 0.297779787","-0.390412750","-0.612862544","-0.34436709","-1.14749563"," 0.939783754","-0.711318299"," 0.037839213"," 0.35010409"," 0.38321881","-0.918643991"," 0.399459104","-0.184348031"," 0.021799447","-0.30874359"," 0.4051294229","-1.7022863497","-0.154286425","-0.474906885"," 0.37528628","-0.131754958"," 1.22896004"," 0.490884180","-0.46832475"," 0.21987043","-0.326879425"," 0.275039725","-2.78024317","-0.28501111","-0.048708616"," 0.043704218","-0.214017475"," 0.449720728"," 0.995745690","-1.7055304142","-1.083712837","-0.162249705","-0.320244869","-0.1179379879"," 0.217310008","-0.475001378","-1.799966149","-0.608168453"," 0.109800431"," 0.101094699","-0.555782551","-1.41481880"," 0.14830494","-0.38662660","-0.5779453638"," 6.980024e-01","-0.3796563989","-0.90003139","-0.375218710","-1.261460875"," 0.577593194","-0.343390627"," 0.84495837","-0.310733163"," 0.458163913","-0.43958128"," 0.117949385","-1.193215927"," 0.796863323","-0.5405593769","-0.047046577","-1.0133213726","-0.471831768","-0.863864091","-0.216267856","-0.75181945"," 0.0958550495","-0.9659149401"," 1.385051623","-2.79835819","-0.223643652"," 0.532984917"
"67","-1.410458301","-0.281653042","-0.298524986"," 0.0543961047","-1.4924722867","-0.08587639"," 0.3176338687","-0.38374775","-0.4738596101"," 0.509063769","-0.146459431","-2.657039460","-0.890630062","-0.743775087","-2.19556188","-0.360413085","-0.957618159","-0.628416207","-1.796314176"," 0.5349010959","-1.193515874"," 0.002406916","-1.433408051","-0.96976764","-0.45380305","-0.439845536"," 0.609205934","-0.393290648","-0.277214103","-2.1338625532","-0.854510681","-0.497777576","-0.317183859"," 0.161984621","-0.64478231"," 0.652918723"," 0.315586734","-0.280725438"," 0.72177728"," 0.88024994","-0.967994504","-1.423419214"," 0.392874655","-1.30760945"," 0.61035446"," 1.163478559","-2.073916659","-1.636361473"," 0.304334971","-1.47948491","-1.8014609190","-1.0717400585"," 1.206218473"," 1.187379849","-0.13800339","-1.137570349","-1.44581658"," 0.340758493"," 1.16931895","-1.33342181","-0.053288960","-0.933001335"," 0.64910074","-0.69682286","-0.720243105"," 0.583728938","-0.648569414","-2.607595904","-0.561141051"," 0.5628529543"," 0.991379011","-2.023217248","-0.780227721","-0.0319555086"," 0.098884058"," 0.208094567","-0.050990153","-0.604302423","-0.886272654","-1.286780923"," 1.321068374"," 0.57902254","-1.15548746","-0.25042455"," 0.1469066250","-2.717346e+00","-0.9843462259","-2.87816611","-0.930369948","-0.558569556","-0.495159457","-2.997929368"," 0.55029680"," 0.629556737","-2.338018209","-0.71233541","-1.563019981"," 0.374025512","-0.752961388","-0.2371888167","-1.521745638","-0.0285754119","-0.187783643","-0.057408176","-1.084740803","-0.68486191","-1.3506726272","-0.7861655563","-0.570647037"," 0.32918823","-1.175864534","-1.011341392"
"68","-1.743706047","-0.759922239","-0.772238754","-0.4574044547","-1.6736981280","-0.90998720","-0.5028634084"," 0.36018777","-0.5729847677","-0.898131719","-0.313469286","-1.798548440","-1.651249977","-0.497269559","-1.32166314","-0.397766207"," 0.524374530","-1.078360130","-2.478074132","-0.0282168158","-0.256009080","-0.410265180","-0.871510831"," 0.27929730","-0.15332043","-0.221097202","-0.930094569","-1.381605512","-1.016965953","-0.2529174857","-1.388383290","-0.333614374","-1.441996268"," 0.540900078","-1.29610448"," 0.860769882"," 0.091907636","-1.060970609"," 0.26492757"," 0.48810456","-1.640917472","-1.818886570"," 1.047958737","-1.58250953","-0.03786538"," 1.387222493","-1.996797808","-1.292224774","-0.090491233","-0.93490407","-1.7014794448","-1.7670553834"," 0.107400610","-1.434986273","-2.05014783","-1.812424837","-0.96933421","-2.148572399"," 1.17550972"," 0.39420770"," 0.655327164","-1.779937776","-0.99688336"," 2.44285134","-1.343613688","-1.755438534","-0.538342857","-2.296861018"," 0.380085459"," 0.0563319174"," 0.204513296","-0.990715887"," 0.305856453","-1.1179724501"," 0.678782306"," 0.939054998","-0.870437550","-0.517153048","-0.203466663","-0.539909339"," 0.245464578"," 0.95572460","-0.58238637","-0.58950188","-1.4216858279","-2.289208e+00","-0.5007852826","-0.12013739","-1.424663494","-0.201689602","-0.260472475","-1.806432015"," 1.63922292","-0.387844585","-2.651834586"," 0.06517366","-1.323346062","-1.039594075","-2.202614963"," 0.1442692347","-1.694681756"," 0.0840403895","-0.021495288","-0.117982615","-1.574378851"," 0.26535458"," 0.1254982689","-0.1222403020","-0.517900811","-1.60623248","-2.918855298","-1.453475781"
