"","X1.Methyladenosine..282.1...150.0.","X1.Methylhistamine..126.0...109.0.","X2.Aminoadipate..160.1...116.0.","X2..Deoxyuridine..229.1...113.0.","X3.Nitro.tyrosine..225.0...179.3.","X4.Pyridoxic.acid..182.1...138.0.","X5.Hydroxytryptophan..221.0...134.0.","Acetoacetate..101.0...57.0.","Acetylcholine..146.1...87.0.","Aconitate..173.0...129.0.","Adenosine..268.1...136.0.","Adenylosuccinate..462.1...79.0.","Adipic.Acid..144.9...83.0.","Alanine..90.0...44.0.","Allantoin..157.0...114.0.","Alpha.Ketoglutaric.Acid..145.0...101.0.","Aminoisobutyrate..104.1...86.0.","AMP..346.1...134.0.","Anthranilate..136.0...118.0.","Arginine..175.1...70.0.","Asparagine..133.1...74.0.","Aspartic.Acid..132.0...88.0.","Betaine..118.0...58.0.","Biotin..243.1...200.0.","Carnitine..163.1...85.0.","Choline..104.1...60.0.","Citraconic.Acid..129.0...85.0.","Citrulline..174.0...131.0.","Creatine..132.1...90.0.","Creatinine..114.1...44.0.","Cystamine..153.0...108.0.","Cystathionine..221.1...134.0.","Cystine..239.0...97.0.","Cytidine..244.1...112.0.","Cytosine..112.0...95.0.","D.GA3P.DHAP..168.9...78.8.","Dimethylglycine..104.1...58.0.","D.Leucic.Acid..133.1...87.0.","DTMP..321.1...79.0.","Epinephrine..184.1...166.3.","Erythrose..199.0...97.0.","F16BP.F26BP..339.0...79.0.","Fructose..179.0...89.0..3..","Fumaric..115.0...71.0.","G16BP..339.0...79.0..2..","gama.Aminobutyrate..102.1...85.0.","Glucoronate..193.0...113.0.","Glucose..179.0...89.0.","Glutamic.acid..148.1...84.0.","Glutamine..147.1...84.0.","Glutaric.Acid..131.0...87.0.","Glyceraldehyde..89.0...59.0.","Glycerate..105.0...75.0.","Glycerol.3.P..171.0...79.0.","Glycine..76.0...30.2.","Glycochenodeoxycholate..448.3...74.0.","Glycocholate..464.3...74.0.","Guanidinoacetate..116.1...70.0.","Guanosine..284.1...152.0.","Histidine..156.1...110.0.","Homogentisate..167.0...123.0.","Homovanilate..181.0...137.0.","Hydroxyproline.Aminolevulinate..132.1...86.2.","Hypoxanthine..135.0...92.0.","Hyppuric.Acid..178.0...134.0.","IMP..347.0...79.0.","Inosine..269.1...137.0.","Kynorenate..188.0...144.0.","lactate..89.0...43.0.","Leucine.iso.Leucine..132.1...86.2..2..","Linoleic.Acid..277.1...259.0.","Linolenic.Acid..279.1...261.0.","L.Kynurenine..209.1...94.0.","Lysine..147.1...84.0..2..","Malate..133.0...115.0.","Maleic.Acid..115.0...71.0..2..","Malonic.Acid.3HBA..103.0...59.0.","Margaric.Acid..269.1...251.3.","Methionine..150.1...61.0.","MethylSuccinate..131.0...113.0.","N2.N2.Dimethylguanosine..312.1...180.0.","N.AcetylGlycine..116.0...74.0.","Niacinamide..123.0...80.0.","OH.Phenylpyruvate..179.0...107.0.","Ornithine..133.1...70.0.","Orotate..155.0...111.0.","Oxalic.Acid..89.0...61.0.","Oxaloacetate..131.0...87.0..2..","Pentothenate..218.1...88.0.","PEP..166.9...79.0.","Phenylalanine..166.1...120.2.","Proline..116.1...70.0.","Propionate..73.0...55.0.","Pyridoxal.5.P..246.0...96.9.","Pyroglutamic.Acid..130.0...83.4.","Pyruvate..87.0...43.0.","Reduced.glutatione..306.1...143.0.","Salicylurate..196.1...152.0.","Serine..106.0...60.0.","Shikimic.Acid..173.0...93.0.","Sorbitol..183.0...91.0.","Succinate.Methylmalonate..117.0...73.0.","Taurine..126.0...108.0.","Threonine..120.1...102.0.","Trimethylamine.N.oxide..76.1...58.0.","Tryptophan..205.1...146.0.","Tyrosine..182.1...136.3.","Urate..167.0...124.0.","Uridine..245.0...113.0.","Valine..118.1...72.0.","Xanthine..151.0...108.0.","Xanthosine..283.1...151.0.","Xanthurenate..204.0...160.0."
"129","460384.5","36507.17"," 139561.41","12498.132"," 85878.66","395687.6"," 96695.68"," 811425.23","1431978.9"," 540561.8","  16078.836"," 69010.087"," 252271.47"," 6720093","174687.13","1817067"," 63077.41","238707.6","108721.945","12773946"," 579223.5","1613650.9","32662886","113319.53"," 82706.46"," 9537700"," 758981.9"," 5610338"," 4771924","11436701","  26113.65"," 6677.667","203953.4","60219.439"," 10811.744","1104681.2"," 867617.1","  28680.84","269514.3","426089.3","125174.65"," 976488.4"," 195143.87","2967606","625097.0","23841.55"," 73916.83","71760851","1525593.1","26369283"," 496886.7"," 71570.27"," 286779.7","226029.94","329314.09","  185390.772","  19890.480","31187.81"," 39610.198","14904168","1183770.6"," 923729.7","1037626.8","3623209.4","  51447.23"," 155581.11","146990.904"," 42592.15","36397768","18141408"," 45732.003"," 667543.2"," 76683.79"," 8727833"," 7704418","2501619","22161389"," 66409.28"," 710426.4","1344904.7","14186.858"," 165904.8"," 48603.666"," 92817.12","1716714","  54342.30","131631.78"," 349743.2","104429.16","118709.65","10383149","42988555"," 9046.936","370444.55"," 79534.32","308850.30","100176.96","33775.632","4094303","29596537.8"," 57115.84","2181806","1263557.0","215821.4"," 2720680.7","3229726.2","1915101","57065957","17924.823","2042026"," 2328562.6","  21891.626"," 89054.02"
"130","370444.6","19890.48"," 185390.77","16078.836"," 71570.27","349743.2"," 85878.66","1915101.16","1716714.3"," 329314.1","   9046.936"," 39610.198"," 203953.43"," 5610338","108721.95","2042026"," 48603.67","215821.4"," 54342.302","14904168"," 867617.1","1263557.0","36397768"," 76683.79"," 89054.02"," 6720093"," 540561.8"," 7704418"," 8727833","12773946","  69010.09"," 6677.667","226029.9","17924.823"," 51447.231"," 976488.4","1183770.6","  33775.63","238707.6","395687.6","165904.78"," 923729.7"," 252271.47","2720681","579223.5","26113.65","125174.65","57065957","2967606.0","29596538"," 460384.5"," 60219.44"," 269514.3","195143.87","174687.13","  286779.689","  28680.844","57115.84"," 21891.626","18141408","1431978.9","1104681.2"," 758981.9","1344904.7"," 104429.16"," 625096.99"," 92817.123"," 42592.15","26369283","22161389"," 36507.168"," 710426.4"," 79534.32","11436701"," 3623209","2501619","42988555"," 63077.41"," 667543.2","1037626.8","10811.744"," 496886.7"," 45732.003"," 82706.46","2181806"," 131631.78","118709.65"," 426089.3","139561.41"," 96695.68","10383149","32662886","14186.858","155581.11"," 66409.28","146990.90","113319.53","23841.547","3229726"," 9537700.2"," 73916.83","1817067"," 811425.2","308850.3"," 1525593.1","4771923.9","2328563","71760851","12498.132","4094303"," 1613650.9","  31187.808","100176.96"
"131","308850.3","33775.63"," 215821.41","14186.858"," 66409.28","426089.3"," 82706.46"," 226029.94","1431978.9"," 496886.7","  16078.836"," 42592.153"," 625096.99"," 6720093"," 79534.32","1613651"," 39610.20","252271.5"," 63077.407","18141408"," 710426.4","1263557.0","29596538","146990.90"," 92817.12"," 5610338"," 667543.2"," 7704418"," 8727833"," 9537700","  96695.68"," 6677.667","174687.1","10811.744","131631.776"," 923729.7","1344904.7","  76683.79","269514.3","370444.6","113319.53"," 976488.4"," 203953.43","2181806","540561.8","17924.82","165904.78","71760851","2328562.6","32662886"," 460384.5"," 71570.27"," 395687.6","238707.58","195143.87","   36507.168","  26113.646","45732.00"," 12498.132","22161389","1037626.8"," 867617.1","1716714.3","1525593.1"," 329314.09"," 155581.11"," 31187.808"," 51447.23","42988555","26369283"," 69010.087"," 758981.9"," 57115.84","10383149"," 4094303","1915101","11436701"," 73916.83"," 811425.2","1183770.6"," 9046.936"," 579223.5"," 48603.666"," 54342.30","3623209","  60219.44","125174.65"," 349743.2","139561.41","104429.16","14904168","36397768","21891.626","108721.95"," 89054.02","185390.77"," 85878.66","19890.480","2967606","12773946.2","100176.96","2042026","1104681.2","286779.7"," 3229726.2","4771923.9","2720681","57065957","23841.547","2501619"," 1817066.5","  28680.844","118709.65"
"132","460384.5","33775.63"," 203953.43","10811.744","104429.16","395687.6"," 79534.32"," 667543.15","1431978.9"," 625097.0","   6677.667"," 51447.231"," 215821.41"," 5610338"," 57115.84","1915101"," 54342.30","269514.3"," 60219.439","18141408"," 579223.5","1104681.2","42988555","185390.77"," 96695.68","12773946"," 976488.4"," 6720093"," 8727833"," 7704418"," 108721.95","19890.480","238707.6","36507.168"," 14186.858"," 923729.7","1716714.3","  26113.65","286779.7","370444.6","100176.96"," 867617.1"," 329314.09","2181806","540561.8","31187.81","146990.90","71760851","2042025.7","32662886"," 496886.7"," 76683.79"," 308850.3","155581.11","139561.41","   17924.823","   9046.936","45732.00"," 39610.198","14904168","1263557.0"," 811425.2"," 758981.9","1613650.9"," 174687.13","  85878.66"," 63077.407"," 48603.67","36397768","26369283"," 69010.087","1344904.7","118709.65","11436701"," 4771924","1817067","22161389"," 66409.28"," 710426.4","1183770.6","12498.132"," 195143.9"," 42592.153","125174.65","2967606","  92817.12","131631.78"," 426089.3","349743.15","113319.53","10383149","29596538","16078.836","165904.78"," 73916.83","226029.94"," 89054.02","23841.547","2501619"," 9537700.2"," 71570.27","2720681","1037626.8","252271.5"," 3229726.2","4094303.2","2328563","57065957","21891.626","3623209"," 1525593.1","  28680.844"," 82706.46"
"133","579223.5","26113.65"," 226029.94"," 9046.936"," 96695.68","308850.3"," 69010.09"," 286779.69","1525593.1"," 370444.6","   6677.667"," 42592.153","5610338.26"," 6720093"," 82706.46","1344905"," 45732.00","185390.8"," 92817.123","12773946"," 426089.3","1431978.9","36397768","100176.96","125174.65"," 7704418"," 758981.9"," 9537700","18141408","10383149","  60219.44","10811.744","195143.9","51447.231"," 28680.844","1037626.8"," 710426.4","  23841.55","215821.4","269514.3","118709.65"," 867617.1"," 349743.15","1915101","625097.0","17924.82","203953.43","71760851","2181805.5","29596538"," 460384.5"," 79534.32"," 252271.5","165904.78","155581.11","   73916.831","  21891.626","33775.63"," 39610.198","11436701","1104681.2"," 811425.2","1263557.0","1716714.3"," 104429.16"," 131631.78","113319.532"," 57115.84","42988555","26369283"," 48603.666"," 923729.7"," 63077.41"," 8727833"," 4771924","1613651","14904168"," 66409.28"," 667543.2"," 976488.4","12498.132"," 329314.1"," 36507.168","108721.95","3229726","  89054.02","146990.90"," 540561.8","395687.64","139561.41","22161389","32662886","14186.858","496886.70"," 54342.30","238707.58"," 71570.27","19890.480","2042026"," 4094303.2"," 85878.66","2328563","1183770.6","174687.1"," 3623209.4","2967606.0","2720681","57065957","16078.836","2501619"," 1817066.5","  31187.808"," 76683.79"
"134","395687.6","31187.81"," 252271.47","10811.744"," 76683.79","370444.6"," 92817.12","1431978.90","2967606.0"," 625097.0","  14186.858"," 60219.439"," 329314.09"," 6720093","174687.13","2042026"," 54342.30","238707.6"," 45732.003","14904168"," 540561.8"," 976488.4","32662886"," 96695.68","113319.53"," 5610338"," 811425.2"," 8727833"," 7704418","10383149","  79534.32"," 9046.936","226029.9","39610.198"," 57115.836"," 923729.7","1104681.2","  42592.15","195143.9","349743.2","118709.65"," 758981.9"," 308850.30","1817067","426089.3","28680.84","146990.90","71760851","1915101.2","29596538"," 667543.2"," 36507.17"," 155581.1","203953.43","165904.78","   23841.547","   6677.667","48603.67"," 17924.823","18141408","1183770.6"," 710426.4"," 579223.5","1613650.9"," 215821.41","  85878.66"," 66409.277"," 69010.09","36397768","22161389"," 71570.274","1037626.8"," 73916.83"," 9537700"," 4771924","1716714","42988555"," 51447.23"," 496886.7","1263557.0","12498.132"," 460384.5"," 26113.646"," 89054.02","4094303"," 131631.78","139561.41"," 867617.1"," 63077.41","125174.65","12773946","26369283","16078.836","269514.28","108721.95","185390.77"," 82706.46","33775.632","2181806","11436701.5","100176.96","2501619","1344904.7","286779.7"," 2328562.6","3623209.4","2720681","57065957","19890.480","3229726"," 1525593.1","  21891.626","104429.16"
"135","349743.2","19890.48"," 215821.41","12498.132"," 76683.79","308850.3"," 82706.46"," 460384.47","1915101.2"," 540561.8","   9046.936"," 48603.666"," 174687.13"," 5610338"," 92817.12","1817067"," 39610.20","238707.6"," 69010.087","14904168"," 811425.2","1183770.6","36397768","108721.95","100176.96"," 7704418"," 758981.9"," 6720093"," 8727833","11436701","  57115.84"," 6677.667","226029.9","17924.823","131631.776","1104681.2","1613650.9"," 185390.77","252271.5","329314.1","118709.65","1037626.8"," 370444.55","2328563","496886.7","21891.63","125174.65","71760851","1716714.3","26369283"," 426089.3"," 66409.28"," 286779.7","203953.43","165904.78","  579223.452","  63077.407","42592.15"," 73916.831","12773946","1263557.0"," 923729.7"," 625097.0","1431978.9","  89054.02","  60219.44","195143.868"," 28680.84","32662886","22161389"," 36507.168"," 667543.2"," 51447.23"," 9537700"," 4771924","2181806","29596538"," 33775.63"," 867617.1","1525593.1","10811.744"," 710426.4"," 31187.808"," 45732.00","2967606"," 146990.90","139561.41"," 395687.6","155581.11","104429.16","10383149","18141408","16078.836"," 79534.32"," 54342.30"," 96695.68"," 71570.27","23841.547","3623209","57065957.3"," 85878.66","2501619"," 976488.4","269514.3"," 2042025.7","4094303.2","2720681","42988555","14186.858","3229726"," 1344904.7","  26113.646","113319.53"
"136","308850.3","26113.65"," 203953.43","10811.744"," 82706.46","252271.5"," 69010.09","1431978.90","2042025.7"," 579223.5"," 118709.648"," 39610.198"," 286779.69"," 6720093","185390.77","1716714"," 31187.81","165904.8","100176.963","14904168"," 426089.3"," 460384.5","29596538"," 92817.12"," 96695.68"," 7704418"," 867617.1","10383149"," 4094303","11436701","1915101.16"," 6677.667","131631.8","17924.823","370444.553"," 667543.2"," 710426.4"," 496886.70","174687.1","226029.9"," 85878.66","1183770.6"," 269514.28","2720681","540561.8","21891.63","139561.41","71760851","1613650.9","36397768"," 349743.2"," 42592.15"," 238707.6","195143.87","125174.65","  104429.164","  33775.632","28680.84"," 12498.132","18141408","1037626.8"," 758981.9"," 811425.2","1344904.7","1525593.05","  63077.41"," 36507.168"," 48603.67","42988555","22161389"," 60219.439"," 923729.7"," 45732.00"," 9537700"," 5610338","2501619","32662886"," 51447.23"," 395687.6"," 976488.4","14186.858"," 625097.0","113319.532"," 54342.30","2328563","  57115.84","108721.95"," 329314.1","215821.41"," 89054.02"," 8727833","26369283"," 9046.936"," 76683.79"," 73916.83","146990.90"," 71570.27","23841.547","1817067","12773946.2"," 66409.28","3229726","1263557.0","155581.1"," 4771923.9","3623209.4","2181806","57065957","16078.836","2967606"," 1104681.2","  19890.480"," 79534.32"
"137","349743.2","28680.84"," 252271.47","12498.132"," 89054.02","269514.3"," 73916.83","2328562.60","1716714.3"," 867617.1"," 923729.699"," 42592.153"," 710426.42"," 4771924","100176.96","1915101"," 31187.81","155581.1","118709.648","14904168"," 540561.8"," 370444.6","32662886","104429.16"," 76683.79"," 9537700","1431978.9","22161389","12773946"," 8727833","  96695.68"," 9046.936","139561.4","19890.480"," 36507.168"," 811425.2"," 625097.0"," 108721.95","165904.8","215821.4"," 71570.27","1344904.7"," 329314.09","1817067","460384.5","26113.65","226029.94","71760851","1263557.0","36397768"," 308850.3"," 57115.84"," 238707.6","131631.78","195143.87","  203953.434"," 146990.904","17924.82"," 10811.744","11436701"," 579223.5"," 758981.9","3229726.2","2501618.8"," 496886.70","  45732.00"," 85878.656"," 60219.44","57065957","18141408"," 82706.457"," 976488.4"," 39610.20","10383149"," 6720093","2042026","29596538"," 66409.28"," 667543.2","1104681.2","14186.858"," 395687.6"," 33775.632"," 48603.67","3623209","  69010.09","113319.53"," 286779.7","426089.28"," 92817.12"," 7704418","26369283"," 6677.667","125174.65"," 63077.41","174687.13"," 79534.32","21891.626","2967606"," 4094303.2"," 51447.23","2720681","1183770.6","185390.8"," 5610338.3","2181805.5","1613651","42988555","16078.836","1037627"," 1525593.1","  23841.547"," 54342.30"
"138","579223.5","36507.17"," 269514.28"," 6677.667"," 96695.68","349743.2"," 89054.02","2501618.76","1915101.2"," 710426.4"," 146990.904"," 48603.666"," 203953.43"," 4771924"," 39610.20","1613651"," 45732.00","226029.9","104429.164","11436701"," 625097.0"," 395687.6","36397768","113319.53","139561.41"," 8727833"," 923729.7"," 5610338","12773946","10383149","  82706.46"," 9046.936","195143.9","23841.547"," 21891.626"," 758981.9","2042025.7","  19890.48","185390.8","426089.3","118709.65","1344904.7"," 308850.30","1525593","496886.7","17924.82","174687.13","71760851","1183770.6","26369283"," 370444.6"," 66409.28"," 252271.5","238707.58","215821.41","   31187.808","  33775.632","69010.09"," 42592.153","14904168","1817066.5"," 540561.8"," 811425.2","1431978.9"," 155581.11"," 108721.95"," 73916.831"," 54342.30","32662886","29596538"," 60219.439"," 867617.1"," 71570.27"," 9537700"," 7704418","1716714","42988555"," 51447.23"," 667543.2","1263557.0","10811.744","1037626.8"," 26113.646"," 63077.41","3623209","  85878.66","131631.78"," 329314.1","460384.47","125174.65"," 6720093","22161389","12498.132"," 79534.32"," 57115.84","165904.78","100176.96","28680.844","3229726","18141408.4"," 92817.12","2328563","1104681.2","286779.7"," 2720680.7","2967606.0","2181806","57065957","16078.836","4094303","  976488.4","  14186.858"," 76683.79"
"139","395687.6","23841.55"," 238707.58","12498.132"," 85878.66","370444.6"," 92817.12","2501618.76","3229726.2"," 667543.2"," 269514.283"," 45732.003"," 329314.09"," 4771924","100176.96","1915101"," 36507.17","215821.4"," 31187.808","14904168"," 625097.0"," 426089.3","36397768"," 89054.02","125174.65"," 5610338"," 976488.4"," 9537700"," 6720093","11436701","  76683.79"," 6677.667","226029.9","39610.198"," 48603.666"," 811425.2","1183770.6","  33775.63","185390.8","349743.2","108721.95","1344904.7"," 308850.30","1817067","579223.5","19890.48","174687.13","71760851","1613650.9","29596538"," 710426.4"," 60219.44"," 146990.9","155581.11","165904.78","   17924.823","  42592.153","51447.23"," 28680.844","22161389","1104681.2"," 758981.9"," 496886.7","1525593.1"," 203953.43","  69010.09","131631.776"," 54342.30","32662886","18141408"," 63077.407"," 923729.7"," 66409.28"," 8727833"," 7704418","1716714","42988555"," 73916.83"," 540561.8","1037626.8","14186.858"," 460384.5"," 10811.744"," 57115.84","4094303"," 104429.16","139561.41"," 867617.1"," 71570.27","118709.65","10383149","26369283"," 9046.936","252271.47","113319.53","195143.87"," 82706.46","26113.646","2042026","12773946.2"," 96695.68","2181806","1431978.9","286779.7"," 2328562.6","3623209.4","2720681","57065957","16078.836","2967606"," 1263557.0","  21891.626"," 79534.32"
"140","540561.8","26113.65"," 203953.43","14186.858","108721.95","349743.2"," 85878.66"," 426089.28"," 976488.4"," 395687.6","  66409.277"," 42592.153"," 252271.47"," 4771924"," 54342.30","2328563"," 60219.44","215821.4"," 92817.123","11436701"," 811425.2"," 579223.5","26369283","113319.53"," 96695.68","10383149"," 710426.4","12773946","14904168"," 7704418"," 146990.90"," 6677.667","195143.9","28680.844"," 12498.132","1037626.8","1104681.2","  31187.81","155581.1","460384.5","104429.16","1613650.9"," 286779.69","1716714","625097.0","36507.17","185390.77","71760851","2967606.0","32662886"," 370444.6"," 71570.27"," 269514.3","139561.41","226029.94","  329314.091","  23841.547","48603.67"," 21891.626","18141408","1344904.7"," 867617.1","1263557.0","2042025.7"," 118709.65","  73916.83"," 57115.836"," 63077.41","42988555","22161389"," 39610.198"," 667543.2","100176.96"," 9537700"," 5610338","1817067"," 4094303"," 51447.23"," 758981.9","1431978.9","10811.744"," 923729.7"," 19890.480"," 69010.09","3229726"," 125174.65","174687.13"," 496886.7","238707.58","131631.78"," 8727833","29596538"," 9046.936"," 45732.00"," 76683.79","308850.30"," 89054.02","33775.632","2181806","36397767.5"," 82706.46","1915101","1183770.6","165904.8"," 6720092.7","3623209.4","2501619","57065957","16078.836","2720681"," 1525593.1","  17924.823"," 79534.32"
"141","308850.3","31187.81"," 269514.28","12498.132"," 60219.44","395687.6"," 85878.66","2501618.76","2328562.6"," 579223.5"," 540561.785"," 76683.790"," 195143.87"," 4771924"," 54342.30","2042026"," 36507.17","238707.6"," 28680.844","14904168"," 758981.9"," 460384.5","42988555","108721.95","125174.65"," 6720093"," 811425.2","11436701","12773946"," 8727833","  89054.02"," 6677.667","174687.1","16078.836"," 45732.003"," 976488.4","1716714.3","  33775.63","185390.8","329314.1","139561.41","1431978.9"," 215821.41","1817067","667543.2","26113.65","118709.65","71760851"," 867617.1","29596538"," 349743.2"," 48603.67"," 155581.1","226029.94","203953.43","  370444.553"," 100176.963","39610.20","104429.164","18141408","1263557.0"," 710426.4","1104681.2","1525593.1","  69010.09","  73916.83","252271.466"," 42592.15","26369283","36397768"," 19890.480"," 426089.3"," 51447.23","10383149"," 5610338","1915101","32662886"," 82706.46"," 923729.7","1613650.9"," 9046.936"," 625097.0"," 23841.547"," 66409.28","3623209","  71570.27","131631.78"," 286779.7"," 57115.84","146990.90"," 7704418","22161389","10811.744"," 96695.68"," 63077.41","165904.78"," 79534.32","21891.626","2967606"," 9537700.2"," 92817.12","2181806","1344904.7","496886.7"," 1037626.8","4094303.2","2720681","57065957","17924.823","3229726"," 1183770.6","  14186.858","113319.53"
"142","370444.6","31187.81"," 269514.28"," 9046.936"," 79534.32","395687.6"," 92817.12","5610338.26","1716714.3"," 867617.1"," 308850.304"," 63077.407"," 286779.69"," 4771924"," 66409.28","1613651"," 45732.00","195143.9","113319.532","14904168"," 811425.2"," 426089.3","36397768"," 96695.68","100176.96"," 6720093","1263557.0"," 8727833"," 4094303","12773946","  71570.27"," 6677.667","203953.4","33775.632"," 42592.153","1104681.2","1915101.2","  69010.09","185390.8","460384.5","139561.41","1525593.1"," 252271.47","1817067","710426.4","21891.63","146990.90","42988555"," 579223.5","32662886"," 496886.7"," 39610.20"," 238707.6","215821.41","174687.13","   23841.547","  14186.858","54342.30"," 89054.018","18141408","1431978.9"," 923729.7"," 758981.9","1037626.8"," 108721.95","  28680.84","165904.776"," 36507.17","26369283","29596538"," 57115.836"," 976488.4"," 51447.23","11436701"," 9537700","2042026","71760851"," 60219.44"," 667543.2","1183770.6","10811.744"," 329314.1"," 17924.823"," 73916.83","3229726"," 118709.65","125174.65"," 540561.8","349743.15","131631.78","10383149","22161389","12498.132"," 48603.67","104429.16","155581.11"," 82706.46","26113.646","2501619"," 7704418.2"," 85878.66","2720681","1344904.7","226029.9"," 2181805.5","2967606.0","2328563","57065957","19890.480","3623209","  625097.0","  16078.836"," 76683.79"
"143","540561.8","23841.55"," 146990.90"," 9046.936"," 85878.66","308850.3"," 79534.32"," 460384.47","2720680.7"," 329314.1"," 625096.991"," 45732.003"," 174687.13"," 9537700"," 63077.41","1915101"," 33775.63","252271.5"," 57115.836","14904168"," 867617.1"," 710426.4","42988555","100176.96","104429.16"," 7704418"," 579223.5"," 8727833"," 5610338","12773946"," 139561.41"," 6677.667","195143.9","19890.480"," 16078.836"," 923729.7","2181805.5","  48603.67","238707.6","349743.2"," 92817.12","1344904.7"," 226029.94","1525593","667543.2","28680.84","118709.65","71760851","2328562.6","29596538"," 370444.6"," 69010.09"," 203953.4","185390.77","165904.78","   26113.646"," 113319.532","51447.23"," 82706.457","22161389","1183770.6"," 758981.9"," 976488.4","1817066.5"," 131631.78","  76683.79","395687.644"," 36507.17","36397768","26369283"," 39610.198"," 811425.2"," 73916.83","11436701"," 6720093","1613651"," 4094303"," 42592.15","1037626.8","1431978.9","10811.744"," 269514.3"," 12498.132"," 60219.44","3229726","  71570.27","155581.11"," 426089.3","215821.41"," 96695.68","10383149","32662886","17924.823"," 89054.02"," 54342.30","496886.70"," 66409.28","21891.626","2042026","18141408.4","108721.95","1716714","1104681.2","286779.7"," 2501618.8","4771923.9","2967606","57065957","14186.858","3623209"," 1263557.0","  31187.808","125174.65"
"144","460384.5","17924.82"," 155581.11","10811.744"," 79534.32","370444.6"," 69010.09","1817066.52","2042025.7"," 540561.8"," 286779.689"," 39610.198"," 203953.43"," 4771924"," 73916.83","1613651"," 36507.17","195143.9"," 45732.003","14904168"," 579223.5"," 496886.7","42988555","113319.53"," 92817.12"," 9537700"," 867617.1"," 6720093"," 8727833","10383149","  89054.02"," 9046.936","215821.4","31187.808","  6677.667"," 976488.4","1431978.9","  19890.48","174687.1","308850.3","108721.95","1344904.7"," 269514.28","1915101","667543.2","23841.55","139561.41","71760851","2501618.8","26369283"," 426089.3"," 48603.67"," 185390.8","131631.78","118709.65","  329314.091"," 100176.963","33775.63"," 76683.790","18141408","1263557.0"," 923729.7"," 758981.9","1525593.1","  66409.28"," 625096.99","165904.776"," 42592.15","36397768","22161389"," 51447.231","1037626.8"," 60219.44","12773946"," 5610338","1716714","29596538"," 82706.46"," 710426.4","1183770.6","12498.132"," 395687.6"," 14186.858"," 63077.41","3623209","  54342.30","125174.65"," 349743.2","252271.47"," 96695.68","11436701","32662886","16078.836","146990.90"," 57115.84","238707.58"," 71570.27","28680.844","2328563"," 7704418.2"," 85878.66","2181806"," 811425.2","226029.9"," 3229726.2","4094303.2","2720681","57065957","21891.626","2967606"," 1104681.2","  26113.646","104429.16"
