"Sample","Label","X1.Methyladenosine..282.1...150.0.","X1.Methylhistamine..126.0...109.0.","X2.Aminoadipate..160.1...116.0.","X2..Deoxyuridine..229.1...113.0.","X3.Nitro.tyrosine..225.0...179.3.","X4.Pyridoxic.acid..182.1...138.0.","X5.Hydroxytryptophan..221.0...134.0.","Acetoacetate..101.0...57.0.","Acetylcholine..146.1...87.0.","Aconitate..173.0...129.0.","Adenosine..268.1...136.0.","Adenylosuccinate..462.1...79.0.","Adipic.Acid..144.9...83.0.","Alanine..90.0...44.0.","Allantoin..157.0...114.0.","Alpha.Ketoglutaric.Acid..145.0...101.0.","Aminoisobutyrate..104.1...86.0.","AMP..346.1...134.0.","Anthranilate..136.0...118.0.","Arginine..175.1...70.0.","Asparagine..133.1...74.0.","Aspartic.Acid..132.0...88.0.","Betaine..118.0...58.0.","Biotin..243.1...200.0.","Carnitine..163.1...85.0.","Choline..104.1...60.0.","Citraconic.Acid..129.0...85.0.","Citrulline..174.0...131.0.","Creatinine..114.1...44.0.","Cystamine..153.0...108.0.","Cystathionine..221.1...134.0.","Cystine..239.0...97.0.","Cytidine..244.1...112.0.","Cytosine..112.0...95.0.","D.GA3P.DHAP..168.9...78.8.","Dimethylglycine..104.1...58.0.","D.Leucic.Acid..133.1...87.0.","DTMP..321.1...79.0.","Epinephrine..184.1...166.3.","Erythrose..199.0...97.0.","F16BP.F26BP..339.0...79.0.","Fructose..179.0...89.0..3..","Fumaric..115.0...71.0.","G16BP..339.0...79.0..2..","gama.Aminobutyrate..102.1...85.0.","Glucoronate..193.0...113.0.","Glucose..179.0...89.0.","Glutamic.acid..148.1...84.0.","Glutamine..147.1...84.0.","Glutaric.Acid..131.0...87.0.","Glyceraldehyde..89.0...59.0.","Glycerate..105.0...75.0.","Glycerol.3.P..171.0...79.0.","Glycine..76.0...30.2.","Glycochenodeoxycholate..448.3...74.0.","Glycocholate..464.3...74.0.","Guanidinoacetate..116.1...70.0.","Guanosine..284.1...152.0.","Histidine..156.1...110.0.","Homogentisate..167.0...123.0.","Homovanilate..181.0...137.0.","Hydroxyproline.Aminolevulinate..132.1...86.2.","Hypoxanthine..135.0...92.0.","Hyppuric.Acid..178.0...134.0.","IMP..347.0...79.0.","Inosine..269.1...137.0.","Kynorenate..188.0...144.0.","lactate..89.0...43.0.","Leucine.iso.Leucine..132.1...86.2..2..","Linoleic.Acid..277.1...259.0.","Linolenic.Acid..279.1...261.0.","L.Kynurenine..209.1...94.0.","Lysine..147.1...84.0..2..","Malate..133.0...115.0.","Maleic.Acid..115.0...71.0..2..","Malonic.Acid.3HBA..103.0...59.0.","Margaric.Acid..269.1...251.3.","Methionine..150.1...61.0.","MethylSuccinate..131.0...113.0.","N2.N2.Dimethylguanosine..312.1...180.0.","N.AcetylGlycine..116.0...74.0.","Niacinamide..123.0...80.0.","OH.Phenylpyruvate..179.0...107.0.","Ornithine..133.1...70.0.","Orotate..155.0...111.0.","Oxalic.Acid..89.0...61.0.","Oxaloacetate..131.0...87.0..2..","Pentothenate..218.1...88.0.","PEP..166.9...79.0.","Phenylalanine..166.1...120.2.","Proline..116.1...70.0.","Propionate..73.0...55.0.","Pyridoxal.5.P..246.0...96.9.","Pyroglutamic.Acid..130.0...83.4.","Pyruvate..87.0...43.0.","Reduced.glutatione..306.1...143.0.","Salicylurate..196.1...152.0.","Serine..106.0...60.0.","Shikimic.Acid..173.0...93.0.","Sorbitol..183.0...91.0.","Succinate.Methylmalonate..117.0...73.0.","Taurine..126.0...108.0.","Threonine..120.1...102.0.","Trimethylamine.N.oxide..76.1...58.0.","Tryptophan..205.1...146.0.","Tyrosine..182.1...136.3.","Urate..167.0...124.0.","Uridine..245.0...113.0.","Valine..118.1...72.0.","Xanthine..151.0...108.0.","Xanthosine..283.1...151.0.","Xanthurenate..204.0...160.0."
"58","C","1.959871"," 0.888735516","1.3525738"," 0.3921710625","1.4270768","1.990085","1.2866580","2.0502666","2.699472","1.799886"," 1.22997111"," 1.08141846","1.4567630","3.223697"," 1.37561280","2.688853","0.9524400","1.7658670"," 1.37581511","3.655144","2.284566","2.174583","4.053127","1.2693663","1.3384365","3.213057","2.044798","3.287592","3.405464","2.0950346"," 0.142966719","1.7050893"," 0.6539962685"," 0.3030847491","2.377402","2.448658"," 1.213444754","1.7246002","1.896761","1.5862416","2.497640","1.6753632","2.719603","2.216517","0.76413373","1.6034105","4.233708","2.451532","3.928754","1.888014","1.2050511","1.6520179","1.6039421","1.7381068"," 2.34087396"," 1.471697514"," 1.2597707"," 1.2060883904","3.709844","2.429591","2.349608","2.965560","2.472947","2.6147931","1.2969376"," 1.571605707","1.11045415","3.921174","3.913614"," 0.8975117","1.926770","1.1814415","3.453313","3.133066","2.723444","2.843784","1.2297670","2.217138","2.542620"," 3.769587e-01","1.5780695"," 0.84918714","1.2000530","3.171351","1.3905398","1.4643942","1.898639","2.2057572","1.4757224","3.387872","4.041896"," 0.593130007"," 1.0331045","1.3806193","1.6250918","1.2750449"," 0.928842513","2.793073","3.244534","1.3634966","2.687238","2.501347","1.9870857","3.221293","3.087173","2.817979","4.093241"," 0.483802671","3.036739","2.421922"," 0.920723142","1.4938994"
"59","C","1.548938"," 0.396109682","1.1353915","-0.1215339626","0.7335722","1.408496","0.6905874","2.3764435","2.110230","1.736548"," 1.29888362"," 0.48954860","1.2477037","2.594765"," 0.86290694","2.052361","0.4756563","1.1447384"," 0.43903604","2.936199","1.645229","1.498701","3.336739","0.9068429","0.8645672","2.774097","1.899135","2.714934","2.809511","0.9872667","-0.069744179","1.1002906"," 0.4017537996","-0.4766549105","1.803269","2.122465"," 0.090172273","1.1779382","1.374781","0.9858825","1.942534","1.1431478","2.123216","1.646798","0.27621393","1.0447247","3.696429","2.059713","3.292569","1.405104","0.6115398","1.0100384","1.1766364","1.0168091"," 0.98193292"," 0.163170300"," 0.5962924"," 0.8384976544","3.073164","1.962942","1.711034","1.736781","1.890464","0.7302043","0.9032763"," 1.176125556","0.57583307","3.395060","3.352864"," 0.5792499","1.738378","0.6249973","2.851458","2.572305","2.114034","3.446040","0.5428189","1.609729","1.863833","-1.836555e-02","1.5219460"," 0.67528758","0.6207508","2.451301","0.5700272","0.9773084","1.395329","0.9662307","0.9063090","2.776823","3.313419","-0.032764703"," 0.7076893","0.5975644","1.0741449","0.7689165"," 0.453886495","2.166552","3.652651","0.7856993","2.180174","1.998099","1.2702296","2.327462","2.424979","2.266220","3.632523"," 0.124715150","2.438953","1.820680"," 0.077949224","0.7989863"
"60","C","1.577798"," 0.435960422","1.1375042"," 0.0286498863","0.8668000","1.527081","0.8869474","2.6869238","2.245973","1.490221"," 1.02212349"," 0.58949248","1.3072733","2.440831"," 0.80072984","2.103636","0.6138826","1.3074681"," 0.78089825","3.048907","1.673773","1.933386","3.507058","0.9833614","0.9194158","2.781950","1.651286","2.643193","2.931871","0.7818042","-0.252317171","1.1783290"," 0.6683608287"," 0.4504270040","1.931365","1.971389"," 0.943816241","1.3251267","1.524767","1.1634269","2.071920","1.2193415","2.272569","1.774171","0.33619421","1.4168811","3.819517","2.079361","3.369441","1.532232","0.8650397","1.2854829","1.0004566","1.0920603"," 1.11187439"," 0.281867638"," 0.6358914"," 0.1138371031","2.983762","1.879703","1.909900","1.805217","2.290911","1.5662686","0.8986924"," 0.610413222","0.68242594","3.511512","3.288191"," 0.6020543","1.711116","0.7356746","2.739820","2.466334","2.272878","3.553554","0.6909299","1.681180","1.919911"," 1.746847e-01","1.4116552","-0.23036105","0.7781897","2.528822","0.9181600","1.0712114","1.478735","1.3963552","1.0066308","2.974725","3.319170","-0.092800457"," 1.0252889","0.6612346","1.2219473","0.8477407"," 0.323851934","2.291753","2.773619","0.6791891","2.186998","2.097210","1.1892599","3.296476","2.275050","2.150825","3.586969"," 0.130949090","2.410179","1.922808"," 0.306396740","0.7345305"
"61","C","1.751374"," 0.636784275","1.4135052"," 0.2219877600","1.1930526","1.663261","1.0340607","2.9297839","2.228491","1.767314"," 1.82010193"," 0.73401011","1.4012878","2.818412"," 0.85073395","2.295919","0.6995456","1.4830309"," 0.77482291","3.091082","1.945303","1.713967","3.708754","1.1872050","1.1564670","2.933267","1.952689","3.006775","3.026464","1.1566082"," 0.024314153","1.3789857"," 0.6046832202"," 0.0467049407","2.090050","2.423370"," 0.689045657","1.4579309","1.655813","1.2884707","2.271491","1.4735765","2.446357","1.944274","0.42831905","1.3416411","4.147814","2.563736","3.566471","1.675285","0.9582739","1.4116301","1.4559905","1.3822413"," 0.57438908"," 0.347968352"," 0.9733397"," 1.0060899523","3.275579","2.261100","2.035723","2.045729","2.253293","1.1531182","1.1519863"," 1.191660319","0.66739298","3.831721","3.623983"," 0.9366575","2.107138","0.8186604","3.133282","2.722329","2.429025","3.930762","0.8765913","1.952265","2.165605"," 1.615610e-01","1.8015668"," 0.65678511","1.0938750","2.670463","1.0048548","1.4600548","1.603103","1.2451520","1.1766069","2.977576","3.598668"," 0.128381140"," 1.2642036","1.0391740","1.3550845","0.9272810"," 0.683476769","2.566531","2.732306","1.0223392","2.387010","2.227926","1.7318549","2.076962","2.542729","2.471364","3.942602"," 0.519643179","2.723266","2.039466"," 0.552200462","0.9743077"
"62","C","1.675469"," 0.296746034","1.5154018","-0.0360151652","0.9278527","1.530103","0.8621604","2.0454090","2.122758","1.766492"," 0.61570860"," 0.66530969","1.2305898","2.641148"," 1.32297857","2.249896","0.6517429","1.3374545"," 1.00524214","2.977679","1.766943","1.848125","3.507812","1.0262905","0.8974159","2.941547","1.940547","2.927618","2.995002","1.1932702","-0.074085641","1.2770987"," 0.4896949304","-0.0902062389","1.971988","1.756604"," 0.355290389","1.3219564","1.501130","0.9278928","2.141046","1.2627558","2.277627","1.836400","0.40991567","1.2811973","3.839193","2.326516","3.517809","1.643533","0.5729716","1.4836421","1.2321390","1.3676570"," 2.06605358"," 1.492951672"," 0.7202802","-0.3354411866","3.106403","2.094110","1.882697","2.184988","2.224371","0.9653999","0.9186428"," 0.487797784","0.81085375","3.455433","3.320640"," 0.8763613","2.012233","0.9737012","2.868963","2.686528","2.263599","3.230179","0.6935054","1.777174","2.025837"," 8.205191e-02","1.5932143"," 0.64226076","0.8465275","2.545371","0.8754142","0.9860884","1.662300","1.4224084","1.0139148","2.948552","3.448232","-0.201833599"," 1.7508024","0.7265906","1.1941299","0.8320418"," 0.392425383","2.303634","2.818462","1.0649013","2.292580","1.940744","1.4099749","2.178987","2.491840","2.538377","3.722417"," 0.144737478","2.363235","2.087299"," 0.214522354","0.9648950"
"63","C","1.884558"," 0.613340436","1.5033068"," 0.2000158078","0.9463648","1.606171","0.9598209","2.7533975","2.315177","1.902027"," 1.47902728"," 0.71636577","1.3763284","2.537346"," 1.45099295","2.224269","0.7209406","1.3797683"," 0.94654838","3.186185","1.728701","1.727626","3.459841","1.0924452","1.0659113","2.902930","2.065220","3.091187","3.230513","1.5119771"," 0.703339995","1.3280685"," 0.6717890078"," 0.5460293543","2.038323","2.022142"," 0.697701048","1.3390031","1.597536","1.1348205","2.189938","1.3498415","2.309412","1.874668","0.39572556","2.0103895","3.897325","2.533321","3.468159","1.670599","0.9374496","1.2669295","1.2242762","1.2312663"," 1.05450464"," 0.508858115"," 0.6055383"," 1.2187343966","2.980568","2.102502","1.910337","2.282975","2.575304","1.7320824","0.6492194"," 1.680917792","0.48371194","3.601335","3.407565"," 0.2537830","1.621476","1.0665557","2.952394","2.604552","2.340359","3.506632","0.7352699","1.740871","1.999867"," 4.954230e-01","1.9817606"," 0.36913810","0.7818680","2.609630","0.9757616","1.1690503","1.568597","1.1148118","1.0745858","2.975363","3.462166"," 0.400187730"," 0.5685962","1.1412561","1.5205726","0.9770572"," 0.466874498","2.318735","3.247938","0.8147774","2.498992","2.278231","1.4083062","3.166223","2.388174","2.261248","3.753314"," 0.279840345","2.491628","2.203727"," 0.675829777","0.9454688"
"64","C","1.431227"," 0.233477325","1.0939713","-0.1919427395","0.7174433","1.439694","0.7425247","1.6121567","1.976633","1.755696"," 0.82351429"," 0.58192937","1.0117492","2.623541"," 1.18567857","2.057745","0.3943867","1.1692074"," 0.90313301","2.959461","1.694019","1.674782","3.351717","0.8083400","0.8304612","2.854329","1.908944","2.477099","2.756312","0.6632368"," 0.295447780","1.2448280"," 0.2399290763","-0.1568865379","1.826299","1.917596"," 0.701325099","1.1984183","1.351838","0.9423275","1.989553","1.1328130","2.026934","1.673162","0.19364534","1.0014069","3.721003","2.059763","3.324163","1.387267","0.7957165","1.4273445","1.2530655","1.1306463"," 2.01550647"," 1.226748886"," 0.5125810","-0.1145527417","2.955377","1.874606","1.701135","2.001119","1.930269","1.2021417","0.6635432"," 0.447323689","0.79026049","3.439297","3.247878"," 0.6291917","1.723537","0.6673513","2.811042","2.680370","2.036850","2.741020","0.5093017","1.649966","1.928267","-1.440310e-01","1.4340991"," 0.20400746","0.6792532","2.469150","0.9253372","1.0350784","1.336523","0.9500884","0.9386988","2.861656","3.525729","-0.058471216"," 0.7933775","0.6083801","1.2335806","0.6575401"," 0.253889455","2.086967","3.687282","0.8430938","2.194642","1.848777","1.1941152","2.868028","2.186556","2.313072","3.564994","-0.057196291","2.268149","1.874229"," 0.125893996","0.6098575"
"65","C","1.938954"," 0.931352138","1.7288650"," 0.4264002045","1.2908921","1.861296","1.1944255","2.9823527","2.880109","2.267470"," 0.76939905"," 0.87128305","1.8223912","2.969486"," 1.50649433","2.578375","1.0034663","1.6289394"," 1.41704680","3.430825","2.190224","2.266433","4.004147","1.3004568","1.3310490","3.381410","2.430527","3.356459","3.377197","1.2333853"," 0.488188261","1.6234657"," 0.7056087396"," 1.3161313304","2.285966","2.419491"," 1.381189631","1.6365652","1.821019","1.4307230","2.419694","1.5450335","2.700974","2.142311","0.77193218","1.6105764","4.214377","2.598081","3.813186","2.050254","0.9544766","1.6645039","1.5401798","1.6412142"," 1.10562857"," 1.144443229"," 0.9952097"," 0.5778884904","3.471114","2.394158","2.233748","2.433595","2.566412","1.9031304","1.0658331"," 0.888893210","0.82707325","3.917308","3.593230"," 1.1833528","2.320249","1.1660352","3.245181","3.096773","2.671539","4.100289","1.0578030","2.093701","2.438283"," 4.323702e-01","1.7883081"," 0.62979307","1.1887901","2.805801","1.4539228","1.4958296","2.083900","1.2659436","1.4266679","3.251661","3.693818"," 0.396143490"," 1.7012178","1.4481255","1.6913789","1.2166945"," 0.773146621","2.725264","2.666872","1.2707903","2.691180","2.552822","1.7330406","2.560947","2.807595","2.725266","4.059332"," 0.480814397","2.674361","2.482060"," 0.722844596","1.2053437"
"66","C","1.643222"," 0.362525818","1.2031314"," 0.1819645219","1.0681147","1.571682","0.9024061","1.7939405","2.228006","1.695794"," 1.46366230"," 0.58852683","1.1611714","2.773682"," 1.16062793","2.291765","0.6917963","1.3233457"," 0.66515057","3.086976","1.873521","1.795461","3.506664","1.0410390","0.9190027","2.926677","1.826374","2.999231","3.056793","0.9405434"," 0.136863640","1.4255840"," 0.2927308192"," 0.5914276544","1.987751","2.167033"," 0.508027459","1.3368185","1.561304","1.0158619","2.185518","1.2807320","2.347983","1.862625","0.50678048","1.1250788","3.936747","2.336704","3.540909","1.589083","0.8864219","1.1679713","1.3271984","1.2881525"," 1.51418071"," 0.535456365"," 0.8262988"," 0.6050460022","3.217790","2.136082","1.916997","2.121563","1.856325","1.1101331","1.0162919"," 0.888267583","0.69934598","3.633568","3.542398"," 0.3930252","1.697775","0.8344643","2.996803","2.727536","2.338452","2.984852","0.6068226","1.813342","2.157028"," 1.727322e-01","1.5055193"," 0.31669147","0.9350291","2.548740","0.8446214","1.2472654","1.535686","1.0269915","1.1157962","2.941439","3.595510"," 0.047348323"," 1.4072624","0.8743502","1.3774843","0.9120226"," 0.491125568","2.335615","3.562778","0.9204625","2.371117","1.981901","1.4202576","2.257695","2.560029","2.363631","3.806378"," 0.187404600","2.650681","1.756133"," 0.349269430","1.0907704"
"67","H","1.604242"," 0.589411345","1.3916740"," 0.2357621729","0.8887387","1.697413","1.0720625","1.5805909","2.332091","1.944266"," 0.51755307"," 0.10427154","1.0793149","2.830730"," 0.55852821","2.348889","0.7185222","1.4362297"," 0.44011219","3.366142","1.855522","2.214838","3.526745","1.1197272","1.0886336","3.027400","2.117408","3.029225","3.153537","0.5952986","-0.042432900","1.4134133"," 0.4100195710"," 0.7389744439","2.074497","2.334547"," 0.843711998","1.4643677","1.768552","1.3680507","2.057702","1.1633224","2.486571","1.780270","0.62688279","1.7459722","3.735606","2.123568","3.664006","1.501601","0.5839265","1.4044008","1.6437971","1.6246430"," 1.30709826"," 0.100277117"," 0.5822248"," 0.6184733329","3.506578","2.093669","2.047298","1.981700","2.507715","1.0261914","0.9586908"," 1.280152158","0.73226346","3.322183","3.475977"," 0.9565792","2.220094","0.6737065","3.043553","2.836410","2.420725","3.391788","0.9104719","1.910507","2.153187"," 9.153989e-02","2.0897167"," 0.91100310","0.8713711","2.663296","1.1042642","0.8618488","1.523976","0.5961252","1.1445550","3.112179","3.574310","-0.345778608"," 1.4028952","1.0661414","0.8417175","0.9815524"," 0.298274482","2.625674","2.847395","1.0539718","2.297582","2.216804","1.5529186","2.631941","2.525105","2.468204","3.781906"," 0.309379932","2.516200","2.389213"," 0.213221608","0.9937341"
"68","H","1.746067"," 0.696860789","1.4908182"," 0.3612273333","1.0432939","1.798043","1.1743005","2.1307474","2.497131","1.900946"," 0.60354479"," 0.51008848","0.9829832","3.036068"," 0.95057863","2.522729","1.0529512","1.5747512"," 0.41339012","3.482944","2.125184","2.295125","3.766855","1.4629609","1.2948296","3.232030","2.057218","3.074546","3.330859","1.2728745"," 0.009054019","1.6062084"," 0.3291109696"," 1.0709223436","2.196152","2.553289"," 0.980524339","1.5693218","1.898522","1.4959717","2.155815","1.2217131","2.741102","1.927891","0.73753962","1.9796186","3.922215","2.374333","3.804500","1.764617","0.7793373","1.4276881","1.6435518","1.4237482"," 0.35257832","-0.079332492"," 0.8202590","-0.5861625889","3.684625","2.425766","2.311534","1.993140","2.418822","2.5810674","0.9927373"," 0.179030452","0.92577462","3.540985","3.751941"," 1.0296636","2.236039","0.9938947","3.338918","2.860521","2.668903","3.901038","0.9908517","2.097322","2.399459"," 3.646123e-01","1.9876835"," 1.18233149","1.1191994","2.796274","0.9290686","1.0996124","1.788026","1.5090707","1.2613442","3.327071","3.777434"," 0.051416714"," 1.9538735","1.1406206","0.9480519","1.2364495"," 0.516885283","2.628629","2.265080","1.2775225","2.454935","2.409925","1.7512669","2.788419","2.628194","2.756630","4.082927"," 0.579902731","2.699758","2.234633","-0.035597796","1.1155771"
"69","H","1.629591"," 0.409943046","1.2623603"," 0.2080197207","0.8531541","1.533993","0.8905971","1.5223788","2.367938","1.855412"," 0.39583232"," 0.12994418","0.6788576","2.780402"," 0.89381840","2.302512","0.8071099","1.3037334"," 0.32798027","3.280074","1.854510","2.107684","3.585235","1.1347002","1.0702435","3.010950","2.044801","3.048942","3.183418","1.2308081","-0.139967410","1.3339344"," 0.2381877451"," 0.3684756444","1.978162","2.261284"," 0.164612361","1.3283201","1.628649","1.1605423","1.937126","1.0347018","2.419230","1.682119","0.58651699","1.7424274","3.683407","2.397168","3.565186","1.511754","0.4612713","1.4902474","1.3266050","1.2120845"," 1.96907739"," 1.418356512"," 0.6368672","-0.8546940215","3.461013","2.173233","1.957433","2.116987","2.475590","1.2265627","0.8984000","-0.043302410","0.87868305","3.315169","3.466428"," 0.7419627","2.013685","1.0336513","3.062504","2.742305","2.358981","3.029038","1.0819238","1.817145","2.108054"," 2.491749e-01","1.3023780"," 1.16909878","0.8783200","2.655193","0.9487449","0.8468904","1.516252","1.2801596","0.9155709","3.094883","3.582078","-0.042213975"," 1.7648884","0.9449642","0.8334502","1.0091762"," 0.280830573","2.357959","2.538160","1.0628738","2.296317","2.029446","1.6405531","2.939405","2.514030","2.565168","3.867042"," 0.285367118","2.479172","2.323715"," 0.287252676","1.0300684"
"70","H","1.773454"," 0.860176377","1.2836167"," 0.4800798207","1.1578499","1.833568","1.2576852","1.2220645","2.565213","1.998165"," 0.74077269"," 0.46561508","0.8959968","3.298090"," 0.89528789","2.524811","1.0713063","1.6269017"," 0.67422834","3.532032","2.158348","2.525888","3.829303","1.5013003","1.3993509","3.317668","2.195241","3.197330","3.382911","1.2091435"," 0.183742055","1.5924068"," 0.4593163841"," 0.5240615076","2.270593","2.381245"," 0.386592950","1.5901537","1.926219","1.4438176","2.204528","1.2307018","2.668257","1.951869","0.65607568","1.9973317","4.086795","2.736488","3.787469","1.748377","1.0626317","1.7055007","1.9625254","1.6541775"," 1.11993718"," 0.393545097"," 1.0200218","-0.1810588367","3.639578","2.381224","2.283823","2.143535","2.736009","1.4232387","2.3688064"," 0.638749938","0.74775840","3.840413","3.788104"," 0.8908113","2.145187","1.0975577","3.369857","2.974221","2.626829","2.649077","0.9822743","2.147975","2.411864"," 2.834949e-01","1.5280758"," 1.09751658","1.1064618","2.895867","1.1112415","1.4024382","1.771358","1.7098839","1.2218485","3.373039","3.901474"," 0.430118649"," 1.7057507","1.2482870","1.4619727","1.3206174"," 0.514251565","2.675066","2.651680","1.3121855","2.448885","2.443586","1.7323877","2.777046","2.868189","2.806943","4.077144"," 0.644602325","2.814303","2.610172"," 0.289084976","1.3613425"
"71","H","2.074152"," 0.983389122","1.8088364"," 0.7881362779","1.3976104","2.115033","1.5092313","2.2988180","2.963597","2.294817"," 0.78350779"," 0.67771985","1.4721286","3.285294"," 1.10700002","2.789545","1.4167910","1.9041668"," 0.70621048","3.810790","2.330137","2.561856","4.104773","1.6162845","1.5611887","3.664439","2.513481","3.431549","3.655603","1.7113485"," 0.354204547","1.9417717"," 0.7394694004"," 1.0459675128","2.533981","2.885167"," 0.800609616","1.9201094","2.198247","1.6434556","2.505906","1.3636730","2.965910","2.240529","0.99473509","2.2464745","4.228584","2.658566","4.077287","2.100677","1.2467235","1.7308050","2.0078067","1.8815700"," 1.27943149"," 0.508662066"," 1.1027627"," 0.9823474029","3.891094","2.660659","2.533149","2.432138","2.910234","1.4769866","1.2084613"," 1.686344777","1.17722049","3.835608","4.034037"," 1.1792456","2.520639","1.5196705","3.508754","3.208295","2.901711","4.083078","1.3813659","2.329247","2.616179"," 5.183173e-01","2.2854306"," 1.38290030","1.3837556","3.131211","1.4538531","1.4120950","2.158473","1.8003152","1.5895287","3.545714","4.102444"," 0.394439039"," 1.9926405","1.4095297","1.3509964","1.5690626"," 0.882640229","2.935733","2.835261","1.4122201","2.732982","2.581149","2.0232442","2.911528","2.936939","2.877376","4.352750"," 0.758272684","3.025146","2.731373"," 0.750854511","1.4851971"
"72","H","1.284187"," 0.381442213","1.0309538","-0.0786247592","0.5777938","1.352717","0.6908969","1.5962032","2.145026","1.597944"," 0.26142768","-0.17906447","0.7845087","2.539423"," 0.42110423","2.053715","0.5140778","1.1280286"," 0.01469885","2.901987","1.638590","1.699339","3.447460","0.8706558","0.7755364","2.739240","1.790030","2.671234","2.864035","0.7909983","-0.161446108","1.1650949","-0.2063003937","-0.0823335112","1.764895","2.167365"," 0.056665306","1.1319392","1.381962","0.9214422","1.756741","0.6259131","2.113025","1.504096","0.31898507","1.3212184","3.523294","2.094462","3.325131","1.313668","0.3354809","1.2011531","1.0558243","1.0567299"," 0.70606870","-0.396125106"," 0.4463618","-0.9544144178","3.212656","1.943903","1.743742","1.712358","2.185577","0.5192950","0.9964888"," 0.007159418","0.59931407","3.248943","3.229956"," 0.5749331","1.898671","0.3665111","2.805272","2.599768","2.054207","3.329732","0.6140316","1.530006","1.909510","-1.687796e-01","1.7525471"," 0.70482120","0.6479690","2.342563","0.6183972","0.7638876","1.297668","0.6422033","0.9166728","2.802616","3.284365","-0.185929842"," 0.7883338","0.8065980","0.6686764","0.8272553","-0.001580295","2.259887","2.717247","0.7478815","2.035047","1.993348","1.2336235","2.241881","2.255873","2.218166","3.621454"," 0.063616626","2.252915","1.895907","-0.009009692","0.7801108"
"73","H","1.493364"," 0.480865910","1.5188992"," 0.2798254791","0.8376150","1.643708","0.9624228","1.7612187","2.280734","1.675347"," 0.26178546"," 0.26140879","1.1032987","2.841157"," 0.49673190","2.322188","0.8674115","1.3960783"," 0.34717208","3.245189","1.874153","2.154494","3.659309","1.2208217","0.9417422","3.125685","1.902111","3.002701","3.082487","1.0161732","-0.021555949","1.3502707","-0.0024623355"," 0.7235956668","2.062416","2.219570"," 0.856157344","1.4364265","1.661517","1.1454708","2.006293","0.9915559","2.400326","1.775971","0.57107490","1.7316319","3.685750","2.150992","3.634600","1.502543","0.5651524","1.2098406","1.5300801","1.6936956"," 0.76732122"," 0.211548862"," 0.6064507","-0.6816547560","3.401225","2.106323","2.008501","1.905735","2.077204","1.2514952","1.0696557","-0.074041657","0.73501485","3.297024","3.417045"," 0.8849141","2.080869","0.8301990","3.147494","2.552090","2.333323","3.404466","0.8917440","1.787543","2.159313","-3.848261e-03","1.9437104"," 0.65247380","0.8881029","2.677132","1.0078184","0.8806721","1.616894","1.2605376","1.0981875","2.949493","3.528480","-0.130667982"," 0.9265813","0.8393345","0.9073491","1.0613224"," 0.630263804","2.558087","2.394855","0.9495390","2.214573","2.116415","1.5607958","2.365069","2.461717","2.387644","3.818263"," 0.401639755","2.390731","1.882958"," 0.258850398","1.0141904"
